store_name,year,month,product_category,gm
42,Last year,3,"Food, Tobacco and Others",32956.13333333333
42,Last year,3,Newspaper,61683.99999999999
42,Last year,3,Sazka,2672.777777777778
42,Last year,3,PUDO,4550
42,Last year,4,Fee collection,1824.074074074074
42,Last year,4,"Food, Tobacco and Others",32195.585185185184
42,Last year,4,Newspaper,71289.76296296295
42,Last year,4,Sazka,3366.4814814814813
42,Last year,4,PUDO,4264.814814814815
42,Last year,5,Fee collection,19812.96296296296
42,Last year,5,"Food, Tobacco and Others",32883.6962962963
42,Last year,5,Newspaper,58270.59259259259
42,Last year,5,Sazka,2053.5185185185182
42,Last year,5,PUDO,1516.6666666666663
42,Last year,6,Fee collection,22105.555555555555
42,Last year,6,"Food, Tobacco and Others",39217.48888888889
42,Last year,6,Newspaper,47449.474074074074
42,Last year,6,Sazka,2371.296296296296
42,Last year,6,PUDO,3525.9259259259256
42,Last year,7,Fee collection,20601.85185185185
42,Last year,7,"Food, Tobacco and Others",25636.570370370366
42,Last year,7,Newspaper,51480.955555555556
42,Last year,7,Sazka,2574.074074074074
42,Last year,7,PUDO,3901.8518518518517
42,Last year,8,Fee collection,20255.555555555555
42,Last year,8,"Food, Tobacco and Others",26668.511111111107
42,Last year,8,Newspaper,50095.68148148148
42,Last year,8,Sazka,2850.555555555555
42,Last year,8,PUDO,4225.925925925926
42,Last year,9,Fee collection,19670.37037037037
42,Last year,9,"Food, Tobacco and Others",26602.503703703704
42,Last year,9,Newspaper,56710.78518518518
42,Last year,9,Sazka,2547.777777777778
42,Last year,9,PUDO,4264.814814814815
42,Last year,10,Fee collection,17137.037037037036
42,Last year,10,"Food, Tobacco and Others",29625.88148148148
42,Last year,10,Newspaper,75917.28148148148
42,Last year,10,Sazka,3075.555555555555
42,Last year,10,PUDO,3085.1851851851848
42,Last year,11,Fee collection,17875.925925925923
42,Last year,11,"Food, Tobacco and Others",29071.348148148147
42,Last year,11,Newspaper,64532.94814814814
42,Last year,11,Sazka,3119.6296296296296
42,Last year,11,PUDO,2346.296296296296
42,Last year,12,Fee collection,18674.814814814814
42,Last year,12,"Food, Tobacco and Others",27030.614814814813
42,Last year,12,Newspaper,59868.51111111111
42,Last year,12,Sazka,1376.4814814814813
42,This year,1,Fee collection,18549.25925925926
42,This year,1,"Food, Tobacco and Others",20460.96296296296
42,This year,1,Newspaper,51928.02222222222
42,This year,1,Sazka,1305.3703703703702
42,This year,2,Fee collection,18001.85185185185
42,This year,2,"Food, Tobacco and Others",25808.525925925922
42,This year,2,Newspaper,55779.16296296295
42,This year,2,Sazka,1153.888888888889
42,This year,3,Fee collection,21070.37037037037
42,This year,3,"Food, Tobacco and Others",23384.874074074072
42,This year,3,Newspaper,65854.13333333333
42,This year,3,Sazka,1602.5925925925924
42,This year,4,Fee collection,22415.74074074074
42,This year,4,"Food, Tobacco and Others",18587.170370370368
42,This year,4,Newspaper,85456.36296296296
42,This year,4,Sazka,947.4074074074074
42,This year,5,Fee collection,26085.185185185182
42,This year,5,"Food, Tobacco and Others",23012.6
42,This year,5,Newspaper,63739.25185185185
42,This year,5,Sazka,1496.4814814814813
42,This year,6,Fee collection,27142.59259259259
42,This year,6,"Food, Tobacco and Others",21854.48148148148
42,This year,6,Newspaper,46487.31111111111
42,This year,6,Sazka,1182.2222222222222
42,This year,7,Fee collection,27081.481481481478
42,This year,7,"Food, Tobacco and Others",17282.718518518515
42,This year,7,Newspaper,52247.8962962963
42,This year,7,Sazka,1042.5925925925926
42,This year,8,Fee collection,26487.037037037036
42,This year,8,"Food, Tobacco and Others",17335.318518518518
42,This year,8,Newspaper,49986.94814814815
42,This year,8,Sazka,1696.4814814814813
42,This year,9,Fee collection,26447.22222222222
42,This year,9,"Food, Tobacco and Others",21358.555555555555
42,This year,9,Newspaper,59473.97037037036
42,This year,9,Sazka,1665.185185185185
42,This year,10,Fee collection,26362.96296296296
42,This year,10,"Food, Tobacco and Others",23851.607407407406
42,This year,10,Newspaper,93432.47407407408
42,This year,10,Sazka,1759.074074074074
42,This year,11,Fee collection,28598.148148148146
42,This year,11,"Food, Tobacco and Others",26355.725925925926
42,This year,11,Newspaper,74413.37037037036
42,This year,11,Sazka,3269.259259259259
42,This year,12,Fee collection,23501.85185185185
42,This year,12,"Food, Tobacco and Others",21834.096296296295
42,This year,12,Newspaper,44704.07407407407
42,This year,12,Sazka,2825.555555555555
43,Last year,1,Fee collection,833.3333333333333
43,Last year,1,"Food, Tobacco and Others",16641.82222222222
43,Last year,1,Newspaper,37613.59259259259
43,Last year,1,Sazka,38839.07407407407
43,Last year,1,PUDO,1451.8518518518517
43,Last year,2,Fee collection,672.2222222222222
43,Last year,2,"Food, Tobacco and Others",18953.02962962963
43,Last year,2,Newspaper,40025.792592592596
43,Last year,2,Sazka,45361.11111111111
43,Last year,2,PUDO,1192.5925925925926
43,Last year,3,Fee collection,1098.148148148148
43,Last year,3,"Food, Tobacco and Others",23382.21481481481
43,Last year,3,Newspaper,39396
43,Last year,3,Sazka,47178.33333333333
43,Last year,3,PUDO,1166.6666666666665
43,Last year,4,Fee collection,709.2592592592592
43,Last year,4,"Food, Tobacco and Others",24343.614814814817
43,Last year,4,Newspaper,39207.46666666666
43,Last year,4,Sazka,45102.96296296296
43,Last year,4,PUDO,1231.4814814814813
43,Last year,5,Fee collection,4253.7037037037035
43,Last year,5,"Food, Tobacco and Others",24176.629629629628
43,Last year,5,Newspaper,35790.17037037037
43,Last year,5,Sazka,41850.92592592592
43,Last year,5,PUDO,2437.037037037037
43,Last year,6,Fee collection,5635.185185185185
43,Last year,6,"Food, Tobacco and Others",25119.777777777774
43,Last year,6,Newspaper,35661.11111111111
43,Last year,6,Sazka,41617.03703703704
43,Last year,6,PUDO,1037.037037037037
43,Last year,7,Fee collection,6246.296296296296
43,Last year,7,"Food, Tobacco and Others",16424.459259259256
43,Last year,7,Newspaper,35996.333333333336
43,Last year,7,Sazka,35202.777777777774
43,Last year,7,PUDO,1037.037037037037
43,Last year,8,Fee collection,6444.444444444444
43,Last year,8,"Food, Tobacco and Others",18667.837037037036
43,Last year,8,Newspaper,32563.066666666666
43,Last year,8,Sazka,33147.59259259259
43,Last year,8,PUDO,1075.9259259259259
43,Last year,9,Fee collection,5961.11111111111
43,Last year,9,"Food, Tobacco and Others",19665.511111111107
43,Last year,9,Newspaper,33143.7037037037
43,Last year,9,Sazka,35233.51851851852
43,Last year,9,PUDO,1050
43,Last year,10,Fee collection,6992.592592592592
43,Last year,10,"Food, Tobacco and Others",19929.36296296296
43,Last year,10,Newspaper,35603.03703703704
43,Last year,10,Sazka,31490.925925925923
43,Last year,10,PUDO,1309.2592592592591
43,Last year,11,Fee collection,6412.962962962963
43,Last year,11,"Food, Tobacco and Others",23934.24444444444
43,Last year,11,Newspaper,35526.607407407406
43,Last year,11,Sazka,34270.18518518518
43,Last year,11,PUDO,1724.074074074074
43,Last year,12,Fee collection,7571.481481481481
43,Last year,12,"Food, Tobacco and Others",21359.155555555553
43,Last year,12,Newspaper,36183.51851851852
43,Last year,12,Sazka,46736.29629629629
43,Last year,12,PUDO,4200
43,This year,1,Fee collection,5813.7037037037035
43,This year,1,"Food, Tobacco and Others",21554.844444444443
43,This year,1,Newspaper,35634.97777777778
43,This year,1,Sazka,35314.81481481481
43,This year,1,PUDO,3111.111111111111
43,This year,2,Fee collection,5668.518518518518
43,This year,2,"Food, Tobacco and Others",20833.792592592592
43,This year,2,Newspaper,29955.59259259259
43,This year,2,Sazka,34342.03703703704
43,This year,2,PUDO,2151.8518518518517
43,This year,3,Fee collection,6592.592592592592
43,This year,3,"Food, Tobacco and Others",18428.562962962962
43,This year,3,Newspaper,36568.93333333333
43,This year,3,Sazka,34658.33333333333
43,This year,3,PUDO,2112.962962962963
43,This year,4,Fee collection,5844.444444444444
43,This year,4,"Food, Tobacco and Others",15579.607407407408
43,This year,4,Newspaper,32339.274074074074
43,This year,4,Sazka,32818.33333333333
43,This year,4,PUDO,1620.3703703703702
43,This year,5,Fee collection,6937.962962962963
43,This year,5,"Food, Tobacco and Others",18515.37777777778
43,This year,5,Newspaper,31644.251851851855
43,This year,5,Sazka,35733.33333333333
43,This year,5,PUDO,1788.8888888888887
43,This year,6,Fee collection,6237.962962962963
43,This year,6,"Food, Tobacco and Others",19054.54074074074
43,This year,6,Newspaper,29739.266666666666
43,This year,6,Sazka,32262.037037037036
43,This year,6,PUDO,1438.8888888888887
43,This year,7,Fee collection,6000
43,This year,7,"Food, Tobacco and Others",14827.318518518518
43,This year,7,Newspaper,29524.496296296293
43,This year,7,Sazka,34893.148148148146
43,This year,7,PUDO,1555.5555555555554
43,This year,8,Fee collection,6836.11111111111
43,This year,8,"Food, Tobacco and Others",16529.68888888889
43,This year,8,Newspaper,29540.725925925926
43,This year,8,Sazka,33045
43,This year,8,PUDO,1296.2962962962963
43,This year,9,Fee collection,6612.962962962963
43,This year,9,"Food, Tobacco and Others",16806.59259259259
43,This year,9,Newspaper,32596.303703703703
43,This year,9,Sazka,38348.88888888888
43,This year,9,PUDO,1516.6666666666663
43,This year,10,Fee collection,7842.592592592592
43,This year,10,"Food, Tobacco and Others",17436.82962962963
43,This year,10,Newspaper,34614.42962962963
43,This year,10,Sazka,35032.59259259259
43,This year,10,PUDO,1451.8518518518517
43,This year,11,Fee collection,6789.814814814815
43,This year,11,"Food, Tobacco and Others",17198.725925925923
43,This year,11,Newspaper,34262.51111111111
43,This year,11,Sazka,43316.85185185185
43,This year,11,PUDO,2411.111111111111
43,This year,12,Fee collection,8294.444444444443
43,This year,12,"Food, Tobacco and Others",17726.82962962963
43,This year,12,Newspaper,39033.555555555555
43,This year,12,Sazka,42970.74074074074
43,This year,12,PUDO,4200
44,Last year,1,Fee collection,10664.814814814814
44,Last year,1,"Food, Tobacco and Others",17677.066666666666
44,Last year,1,Newspaper,28685.32592592592
44,Last year,1,Sazka,78975.37037037036
44,Last year,1,PUDO,1205.5555555555554
44,Last year,2,Fee collection,10266.666666666666
44,Last year,2,"Food, Tobacco and Others",19530.148148148146
44,Last year,2,Newspaper,26804.55555555555
44,Last year,2,Sazka,82355.74074074073
44,Last year,2,PUDO,1011.1111111111111
44,Last year,3,Fee collection,9551.85185185185
44,Last year,3,"Food, Tobacco and Others",18488.62222222222
44,Last year,3,Newspaper,26794.02962962963
44,Last year,3,Sazka,80003.7037037037
44,Last year,3,PUDO,855.5555555555555
44,Last year,4,Fee collection,7140.74074074074
44,Last year,4,"Food, Tobacco and Others",19062.266666666663
44,Last year,4,Newspaper,24641.86666666666
44,Last year,4,Sazka,79667.96296296296
44,Last year,4,PUDO,1011.1111111111111
44,Last year,5,Fee collection,6579.62962962963
44,Last year,5,"Food, Tobacco and Others",17928.548148148147
44,Last year,5,Newspaper,26472.185185185186
44,Last year,5,Sazka,76210.74074074073
44,Last year,5,PUDO,285.18518518518516
44,Last year,6,Fee collection,7305.555555555555
44,Last year,6,"Food, Tobacco and Others",23520.399999999998
44,Last year,6,Newspaper,28412.94814814815
44,Last year,6,Sazka,75105.37037037036
44,Last year,6,PUDO,803.7037037037037
44,Last year,7,Fee collection,7742.592592592592
44,Last year,7,"Food, Tobacco and Others",18722.16296296296
44,Last year,7,Newspaper,28206.88888888889
44,Last year,7,Sazka,77043.33333333333
44,Last year,7,PUDO,868.5185185185185
44,Last year,8,Fee collection,8392.592592592591
44,Last year,8,"Food, Tobacco and Others",21655.844444444443
44,Last year,8,Newspaper,26752.392592592587
44,Last year,8,Sazka,84227.03703703704
44,Last year,8,PUDO,1011.1111111111111
44,Last year,9,Fee collection,7172.222222222222
44,Last year,9,"Food, Tobacco and Others",21033.96296296296
44,Last year,9,Newspaper,25027.644444444442
44,Last year,9,Sazka,79458.7037037037
44,Last year,9,PUDO,946.2962962962962
44,Last year,10,Fee collection,8262.962962962962
44,Last year,10,"Food, Tobacco and Others",23000.629629629628
44,Last year,10,Newspaper,28098.31111111111
44,Last year,10,Sazka,81428.7037037037
44,Last year,10,PUDO,1011.1111111111111
44,Last year,11,Fee collection,8596.296296296296
44,Last year,11,"Food, Tobacco and Others",21751.02962962963
44,Last year,11,Newspaper,30147.237037037037
44,Last year,11,Sazka,93474.44444444444
44,Last year,11,PUDO,1205.5555555555554
44,Last year,12,Fee collection,9778.703703703703
44,Last year,12,"Food, Tobacco and Others",43955.48888888889
44,Last year,12,Newspaper,31647.311111111107
44,Last year,12,Sazka,101225.18518518518
44,Last year,12,PUDO,2125.9259259259256
44,This year,1,Fee collection,7641.666666666666
44,This year,1,"Food, Tobacco and Others",12584.451851851853
44,This year,1,Newspaper,28727.274074074074
44,This year,1,Sazka,79429.44444444444
44,This year,1,PUDO,998.148148148148
44,This year,2,Fee collection,8333.333333333332
44,This year,2,"Food, Tobacco and Others",19283.696296296293
44,This year,2,Newspaper,25184.133333333328
44,This year,2,Sazka,80200
44,This year,2,PUDO,946.2962962962962
44,This year,3,Fee collection,8359.25925925926
44,This year,3,"Food, Tobacco and Others",15993.896296296296
44,This year,3,Newspaper,27359.05925925926
44,This year,3,Sazka,87533.51851851851
44,This year,3,PUDO,1114.8148148148148
44,This year,4,Fee collection,8212.962962962962
44,This year,4,"Food, Tobacco and Others",15286.607407407406
44,This year,4,Newspaper,23432.68148148148
44,This year,4,Sazka,77559.62962962962
44,This year,4,PUDO,855.5555555555555
44,This year,5,Fee collection,7752.777777777777
44,This year,5,"Food, Tobacco and Others",15935.970370370367
44,This year,5,Newspaper,25378.318518518518
44,This year,5,Sazka,74370.18518518518
44,This year,5,PUDO,1101.8518518518517
44,This year,6,Fee collection,7382.407407407407
44,This year,6,"Food, Tobacco and Others",14951.47407407407
44,This year,6,Newspaper,24654.414814814812
44,This year,6,Sazka,70488.51851851851
44,This year,6,PUDO,907.4074074074074
44,This year,7,Fee collection,8212.962962962962
44,This year,7,"Food, Tobacco and Others",14017.414814814816
44,This year,7,Newspaper,26510.659259259257
44,This year,7,Sazka,95591.48148148146
44,This year,7,PUDO,1062.9629629629628
44,This year,8,Fee collection,8296.296296296296
44,This year,8,"Food, Tobacco and Others",13048.740740740739
44,This year,8,Newspaper,23440.096296296295
44,This year,8,Sazka,102340
44,This year,8,PUDO,868.5185185185185
44,This year,9,Fee collection,7818.518518518518
44,This year,9,"Food, Tobacco and Others",18829.703703703704
44,This year,9,Newspaper,24996.948148148145
44,This year,9,Sazka,94298.7037037037
44,This year,9,PUDO,1231.4814814814813
44,This year,10,Fee collection,8900.925925925925
44,This year,10,"Food, Tobacco and Others",15850.614814814815
44,This year,10,Newspaper,27802.96296296296
44,This year,10,Sazka,85442.4074074074
44,This year,10,PUDO,1270.3703703703702
44,This year,11,Fee collection,8394.444444444443
44,This year,11,"Food, Tobacco and Others",20833.888888888887
44,This year,11,Newspaper,28597.022222222222
44,This year,11,Sazka,85617.59259259258
44,This year,11,PUDO,1685.185185185185
44,This year,12,Fee collection,9962.037037037036
44,This year,12,"Food, Tobacco and Others",32565.607407407406
44,This year,12,Newspaper,34985.22222222222
44,This year,12,Sazka,96545.74074074073
44,This year,12,PUDO,2514.814814814815
45,Last year,1,Fee collection,1140.7407407407406
45,Last year,1,"Food, Tobacco and Others",8481.985185185185
45,Last year,1,Newspaper,15491.518518518516
45,Last year,1,Sazka,36349.81481481481
45,Last year,1,PUDO,2618.5185185185182
45,Last year,2,Fee collection,1079.6296296296296
45,Last year,2,"Food, Tobacco and Others",5762.348148148148
45,Last year,2,Newspaper,16114.518518518516
45,Last year,2,Sazka,39342.59259259259
45,Last year,2,PUDO,2838.8888888888887
45,Last year,3,Fee collection,1303.7037037037037
45,Last year,3,"Food, Tobacco and Others",9075.822222222221
45,Last year,3,Newspaper,14790.533333333333
45,Last year,3,Sazka,45576.48148148148
45,Last year,3,PUDO,2540.7407407407404
45,Last year,4,Fee collection,1100
45,Last year,4,"Food, Tobacco and Others",8845.918518518518
45,Last year,4,Newspaper,13219.059259259258
45,Last year,4,Sazka,41628.148148148146
45,Last year,4,PUDO,2462.9629629629626
45,Last year,5,Fee collection,3096.296296296296
45,Last year,5,"Food, Tobacco and Others",9029.703703703703
45,Last year,5,Newspaper,14599.562962962962
45,Last year,5,Sazka,42786.29629629629
45,Last year,5,PUDO,648.1481481481482
45,Last year,6,Fee collection,2864.814814814815
45,Last year,6,"Food, Tobacco and Others",10486.570370370371
45,Last year,6,Newspaper,13943.844444444445
45,Last year,6,Sazka,43805.370370370365
45,Last year,6,PUDO,2812.9629629629626
45,Last year,7,Fee collection,3688.8888888888887
45,Last year,7,"Food, Tobacco and Others",10872.77037037037
45,Last year,7,Newspaper,18270.67407407407
45,Last year,7,Sazka,47594.629629629635
45,Last year,7,PUDO,2281.4814814814813
45,Last year,8,Fee collection,3661.111111111111
45,Last year,8,"Food, Tobacco and Others",13458.488888888887
45,Last year,8,Newspaper,16020.614814814813
45,Last year,8,Sazka,43768.33333333333
45,Last year,8,PUDO,2579.6296296296296
45,Last year,9,Fee collection,3657.4074074074074
45,Last year,9,"Food, Tobacco and Others",9176.266666666665
45,Last year,9,Newspaper,14219.903703703701
45,Last year,9,Sazka,42528.148148148146
45,Last year,9,PUDO,2800
45,Last year,10,Fee collection,3653.7037037037035
45,Last year,10,"Food, Tobacco and Others",12280.377777777778
45,Last year,10,Newspaper,17239.7037037037
45,Last year,10,Sazka,52244.81481481481
45,Last year,10,PUDO,2514.814814814815
45,Last year,11,Fee collection,3694.4444444444443
45,Last year,11,"Food, Tobacco and Others",9859.466666666667
45,Last year,11,Newspaper,17587.474074074074
45,Last year,11,Sazka,52105.18518518518
45,Last year,11,PUDO,3383.333333333333
45,Last year,12,Fee collection,4934.074074074074
45,Last year,12,"Food, Tobacco and Others",9661.777777777777
45,Last year,12,Newspaper,21477.91851851852
45,Last year,12,Sazka,59045.74074074074
45,Last year,12,PUDO,5561.11111111111
45,This year,1,Fee collection,3873.333333333333
45,This year,1,"Food, Tobacco and Others",6973.94074074074
45,This year,1,Newspaper,17193.607407407406
45,This year,1,Sazka,45102.22222222222
45,This year,1,PUDO,1931.4814814814813
45,This year,2,Fee collection,3644.4444444444443
45,This year,2,"Food, Tobacco and Others",7917.977777777777
45,This year,2,Newspaper,15665.637037037037
45,This year,2,Sazka,51723.33333333333
45,This year,2,PUDO,2450
45,This year,3,Fee collection,3853.7037037037035
45,This year,3,"Food, Tobacco and Others",8225.814814814814
45,This year,3,Newspaper,14636.948148148145
45,This year,3,Sazka,50807.59259259259
45,This year,3,PUDO,2644.4444444444443
45,This year,4,Fee collection,3811.111111111111
45,This year,4,"Food, Tobacco and Others",8140.1925925925925
45,This year,4,Newspaper,16601.925925925927
45,This year,4,Sazka,49279.81481481481
45,This year,4,PUDO,2488.8888888888887
45,This year,5,Fee collection,4199.074074074074
45,This year,5,"Food, Tobacco and Others",9557.059259259258
45,This year,5,Newspaper,14054.444444444443
45,This year,5,Sazka,41822.4074074074
45,This year,5,PUDO,2890.7407407407404
45,This year,6,Fee collection,3897.222222222222
45,This year,6,"Food, Tobacco and Others",9317.8
45,This year,6,Newspaper,14510.429629629627
45,This year,6,Sazka,44615
45,This year,6,PUDO,2268.5185185185182
45,This year,7,Fee collection,4118.518518518518
45,This year,7,"Food, Tobacco and Others",8716.066666666666
45,This year,7,Newspaper,16262.088888888888
45,This year,7,Sazka,49088.7037037037
45,This year,7,PUDO,2359.259259259259
45,This year,8,Fee collection,4188.888888888889
45,This year,8,"Food, Tobacco and Others",8997.577777777777
45,This year,8,Newspaper,15917.42962962963
45,This year,8,Sazka,52984.44444444444
45,This year,8,PUDO,2268.5185185185182
45,This year,9,Fee collection,3985.1851851851848
45,This year,9,"Food, Tobacco and Others",7946.570370370369
45,This year,9,Newspaper,15234.644444444444
45,This year,9,Sazka,50220.74074074074
45,This year,9,PUDO,3162.9629629629626
45,This year,10,Fee collection,5330.555555555556
45,This year,10,"Food, Tobacco and Others",7721.08148148148
45,This year,10,Newspaper,17394.22222222222
45,This year,10,Sazka,49423.33333333333
45,This year,10,PUDO,2359.259259259259
45,This year,11,Fee collection,4716.666666666666
45,This year,11,"Food, Tobacco and Others",7316.2148148148135
45,This year,11,Newspaper,15910.274074074072
45,This year,11,Sazka,49347.962962962956
45,This year,11,PUDO,3383.333333333333
45,This year,12,Fee collection,5706.481481481481
45,This year,12,"Food, Tobacco and Others",12055.814814814814
45,This year,12,Newspaper,23041.25185185185
45,This year,12,Sazka,63038.148148148146
45,This year,12,PUDO,4964.814814814815
46,Last year,1,Fee collection,550
46,Last year,1,"Food, Tobacco and Others",13237.748148148146
46,Last year,1,Newspaper,118588.91851851852
46,Last year,1,Sazka,14115.925925925925
46,Last year,1,PUDO,181.48148148148147
46,Last year,2,Fee collection,407.4074074074074
46,Last year,2,"Food, Tobacco and Others",14405.51111111111
46,Last year,2,Newspaper,109451.2222222222
46,Last year,2,Sazka,13882.592592592591
46,Last year,2,PUDO,233.33333333333331
46,Last year,3,Fee collection,525.9259259259259
46,Last year,3,"Food, Tobacco and Others",19467.896296296294
46,Last year,3,Newspaper,115282.48148148147
46,Last year,3,Sazka,13098.703703703703
46,Last year,3,PUDO,453.7037037037037
46,Last year,4,Fee collection,575.9259259259259
46,Last year,4,"Food, Tobacco and Others",19918.199999999997
46,Last year,4,Newspaper,123457.9111111111
46,Last year,4,Sazka,16277.962962962962
46,Last year,4,PUDO,324.0740740740741
46,Last year,5,Fee collection,1140.7407407407406
46,Last year,5,"Food, Tobacco and Others",20492.074074074073
46,Last year,5,Newspaper,118495.42962962961
46,Last year,5,Sazka,16879.629629629628
46,Last year,5,PUDO,1088.888888888889
46,Last year,6,Fee collection,1435.185185185185
46,Last year,6,"Food, Tobacco and Others",18728.71111111111
46,Last year,6,Newspaper,119578.82222222221
46,Last year,6,Sazka,19182.59259259259
46,Last year,6,PUDO,233.33333333333331
46,Last year,7,Fee collection,1401.8518518518517
46,Last year,7,"Food, Tobacco and Others",16239.014814814813
46,Last year,7,Newspaper,123276.0148148148
46,Last year,7,Sazka,18299.25925925926
46,Last year,7,PUDO,298.14814814814815
46,Last year,8,Fee collection,1583.3333333333333
46,Last year,8,"Food, Tobacco and Others",14609.444444444443
46,Last year,8,Newspaper,107112.23703703702
46,Last year,8,Sazka,17090.37037037037
46,Last year,8,PUDO,285.18518518518516
46,Last year,9,Fee collection,1553.7037037037037
46,Last year,9,"Food, Tobacco and Others",21232
46,Last year,9,Newspaper,116447.17777777778
46,Last year,9,Sazka,17580.37037037037
46,Last year,9,PUDO,531.4814814814814
46,Last year,10,Fee collection,1803.7037037037037
46,Last year,10,"Food, Tobacco and Others",21282.54074074074
46,Last year,10,Newspaper,118083.98518518516
46,Last year,10,Sazka,14910.740740740739
46,Last year,10,PUDO,362.96296296296293
46,Last year,11,Fee collection,1872.2222222222222
46,Last year,11,"Food, Tobacco and Others",18259.111111111113
46,Last year,11,Newspaper,109650.22962962963
46,Last year,11,Sazka,18494.44444444444
46,Last year,11,PUDO,583.3333333333333
46,Last year,12,Fee collection,1968.5185185185185
46,Last year,12,"Food, Tobacco and Others",20421.348148148147
46,Last year,12,Newspaper,121762.09629629628
46,Last year,12,Sazka,20269.629629629628
46,Last year,12,PUDO,1205.5555555555554
46,This year,1,Fee collection,1738.8888888888887
46,This year,1,"Food, Tobacco and Others",13606.222222222223
46,This year,1,Newspaper,91550.0962962963
46,This year,1,Sazka,17296.296296296296
46,This year,1,PUDO,505.55555555555554
46,This year,2,Fee collection,1822.2222222222222
46,This year,2,"Food, Tobacco and Others",14612.39259259259
46,This year,2,Newspaper,93481.99259259258
46,This year,2,Sazka,18052.037037037036
46,This year,2,PUDO,414.8148148148148
46,This year,3,Fee collection,2283.333333333333
46,This year,3,"Food, Tobacco and Others",16605.44444444444
46,This year,3,Newspaper,116054.6074074074
46,This year,3,Sazka,20962.96296296296
46,This year,3,PUDO,596.2962962962963
46,This year,4,Fee collection,2375.9259259259256
46,This year,4,"Food, Tobacco and Others",18858.303703703703
46,This year,4,Newspaper,120425.66666666666
46,This year,4,Sazka,21892.59259259259
46,This year,4,PUDO,531.4814814814814
46,This year,5,Fee collection,2170.3703703703704
46,This year,5,"Food, Tobacco and Others",21647.19259259259
46,This year,5,Newspaper,111905.52592592593
46,This year,5,Sazka,18273.333333333332
46,This year,5,PUDO,583.3333333333333
46,This year,6,Fee collection,2415.7407407407404
46,This year,6,"Food, Tobacco and Others",17420.777777777777
46,This year,6,Newspaper,115169.49629629629
46,This year,6,Sazka,18780
46,This year,6,PUDO,414.8148148148148
46,This year,7,Fee collection,2642.5925925925926
46,This year,7,"Food, Tobacco and Others",14893.57037037037
46,This year,7,Newspaper,119699.6888888889
46,This year,7,Sazka,22578.888888888887
46,This year,7,PUDO,583.3333333333333
46,This year,8,Fee collection,2800
46,This year,8,"Food, Tobacco and Others",15965.177777777775
46,This year,8,Newspaper,103532.74814814814
46,This year,8,Sazka,21531.85185185185
46,This year,8,PUDO,311.1111111111111
46,This year,9,Fee collection,3007.407407407407
46,This year,9,"Food, Tobacco and Others",20387.5037037037
46,This year,9,Newspaper,117036.88888888888
46,This year,9,Sazka,22315.37037037037
46,This year,9,PUDO,583.3333333333333
46,This year,10,Fee collection,3112.037037037037
46,This year,10,"Food, Tobacco and Others",19594.518518518515
46,This year,10,Newspaper,115181.31851851851
46,This year,10,Sazka,20025.74074074074
46,This year,10,PUDO,427.77777777777777
46,This year,11,Fee collection,3558.333333333333
46,This year,11,"Food, Tobacco and Others",17762.466666666667
46,This year,11,Newspaper,110954.04444444443
46,This year,11,Sazka,24043.51851851852
46,This year,11,PUDO,803.7037037037037
46,This year,12,Fee collection,3852.7777777777774
46,This year,12,"Food, Tobacco and Others",19638.925925925923
46,This year,12,Newspaper,123861.2148148148
46,This year,12,Sazka,23461.666666666664
46,This year,12,PUDO,712.9629629629629
47,Last year,1,Fee collection,5579.62962962963
47,Last year,1,"Food, Tobacco and Others",12978.93333333333
47,Last year,1,Newspaper,31426.837037037032
47,Last year,1,Sazka,375.55555555555554
47,Last year,1,PUDO,2125.9259259259256
47,Last year,2,Fee collection,5235.185185185185
47,Last year,2,"Food, Tobacco and Others",13906.696296296295
47,Last year,2,Newspaper,28032.822222222218
47,Last year,2,Sazka,352.96296296296293
47,Last year,2,PUDO,2138.8888888888887
47,Last year,3,Fee collection,5662.962962962963
47,Last year,3,"Food, Tobacco and Others",20119.525925925926
47,Last year,3,Newspaper,28821.95555555556
47,Last year,3,Sazka,304.4444444444444
47,Last year,3,PUDO,1944.4444444444443
47,Last year,4,Fee collection,5061.11111111111
47,Last year,4,"Food, Tobacco and Others",15610.99259259259
47,Last year,4,Newspaper,28924.25925925926
47,Last year,4,Sazka,412.96296296296293
47,Last year,4,PUDO,2216.6666666666665
47,Last year,5,Fee collection,5740.74074074074
47,Last year,5,"Food, Tobacco and Others",15866.992592592593
47,Last year,5,Newspaper,28185.37037037037
47,Last year,5,Sazka,483.1481481481481
47,Last year,5,PUDO,3551.8518518518517
47,Last year,6,Fee collection,8764.814814814814
47,Last year,6,"Food, Tobacco and Others",17872.62222222222
47,Last year,6,Newspaper,27738.096296296295
47,Last year,6,Sazka,606.6666666666666
47,Last year,6,PUDO,1996.296296296296
47,Last year,7,Fee collection,8022.222222222222
47,Last year,7,"Food, Tobacco and Others",16455.214814814815
47,Last year,7,Newspaper,30091.548148148144
47,Last year,7,Sazka,642.2222222222222
47,Last year,7,PUDO,1957.4074074074074
47,Last year,8,Fee collection,7496.296296296296
47,Last year,8,"Food, Tobacco and Others",17673.192592592593
47,Last year,8,Newspaper,29046.21481481481
47,Last year,8,Sazka,725.1851851851851
47,Last year,8,PUDO,2151.8518518518517
47,Last year,9,Fee collection,7203.7037037037035
47,Last year,9,"Food, Tobacco and Others",16446.496296296293
47,Last year,9,Newspaper,29376.51111111111
